Name;ISIN;Symbol;Market;pea_geography_status;issuer_country
Banka CREDITAS a.s.;CZ0008042488;63492555;Prague Stock Exchange;eu_candidate;Czechia
KARO Leather a.s.;CZ0009008819;07205571;Prague Stock Exchange;eu_candidate;Czechia
Colt CZ Group SE;CZ0009008942;29151961;Prague Stock Exchange;eu_candidate;Czechia
AKESO Funding s.r.o.;CZ0003573875;23151790;Prague Stock Exchange;eu_candidate;Czechia
